Date,Time,User,Device,Event
05/03/2024,02:00 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/03/2024,02:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,02:14 AM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/03/2024,02:18 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,02:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,02:46 AM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/03/2024,03:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,03:15 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,03:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,03:49 AM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/03/2024,04:00 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,04:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,04:24 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,04:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,04:44 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,05:10 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,05:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,05:17 AM,Device Event,Jedlovec Manor - Main,New temperature 74
05/03/2024,05:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,05:45 AM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Following Schedule - Wake
05/03/2024,05:45 AM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 75
05/03/2024,05:45 AM,Device Event,Jedlovec Manor Upstairs,Heat setpoint set to 67
05/03/2024,05:48 AM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,05:56 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,05:57 AM,Scheduled Event,Jedlovec Manor upstairs ,Switched to 'Day'
05/03/2024,05:57 AM,System Event,Day,'Day' Mode Activated
05/03/2024,06:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,06:30 AM,Device Event,Jedlovec Manor - Main,Cool setpoint set to 78
05/03/2024,06:30 AM,Device Event,Jedlovec Manor - Main,Heat setpoint set to 65
05/03/2024,06:30 AM,Device Event,Jedlovec Manor - Main,Schedule mode status set to Following Schedule - Home
05/03/2024,06:31 AM,Device Event,Jedlovec Manor Upstairs,New temperature 72
05/03/2024,06:34 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/03/2024,06:39 AM,Device Event,Jedlovec Manor - Main,New temperature 76
05/03/2024,06:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,06:44 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,06:45 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/03/2024,06:51 AM,Device Event,Jedlovec Manor - Main,New temperature 74
05/03/2024,07:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,07:30 AM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Following Schedule - Home
05/03/2024,07:30 AM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 80
05/03/2024,07:30 AM,Device Event,Jedlovec Manor Upstairs,Heat setpoint set to 60
05/03/2024,07:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,07:43 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/03/2024,08:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,08:21 AM,Device Event,Jedlovec Manor - Main,New temperature 74
05/03/2024,08:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,08:46 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/03/2024,08:56 AM,Device Event,Jedlovec Manor - Main,New temperature 74
05/03/2024,08:57 AM,Device Event,Jedlovec Manor Upstairs,New temperature 72
05/03/2024,08:59 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/03/2024,09:02 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,09:09 AM,Device Event,Jedlovec Manor - Main,New temperature 74
05/03/2024,09:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,09:12 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/03/2024,09:20 AM,Device Event,Jedlovec Manor - Main,New temperature 74
05/03/2024,09:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,09:42 AM,Device Event,Jedlovec Manor - Main,New temperature 75
05/03/2024,09:50 AM,Device Event,Jedlovec Manor - Main,New temperature 74
05/03/2024,09:57 AM,Device Event,Jedlovec Manor Upstairs,New temperature 72
05/03/2024,10:08 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,10:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,10:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,11:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,11:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,12:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,12:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,01:06 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,01:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,01:21 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,01:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,01:46 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,01:51 PM,Device Event,Jedlovec Manor - Main,New temperature 75
05/03/2024,01:57 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/03/2024,01:58 PM,Device Event,Jedlovec Manor - Main,New temperature 74
05/03/2024,02:00 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,02:02 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/03/2024,02:04 PM,Device Event,Jedlovec Manor - Main,New temperature 72
05/03/2024,02:06 PM,Device Event,Jedlovec Manor - Main,New temperature 71
05/03/2024,02:07 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,02:08 PM,Device Event,Jedlovec Manor - Main,New temperature 70
05/03/2024,02:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,02:12 PM,Device Event,Jedlovec Manor - Main,New temperature 69
05/03/2024,02:16 PM,Device Event,Jedlovec Manor - Main,Humidity 48%
05/03/2024,02:16 PM,Device Event,Jedlovec Manor - Main,New temperature 70
05/03/2024,02:16 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,02:26 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,02:27 PM,Device Event,Jedlovec Manor - Main,New temperature 69
05/03/2024,02:32 PM,Device Event,Jedlovec Manor - Main,Humidity 49%
05/03/2024,02:33 PM,Device Event,Jedlovec Manor - Main,New temperature 68
05/03/2024,02:39 PM,Device Event,Jedlovec Manor - Main,New temperature 69
05/03/2024,02:40 PM,Device Event,Jedlovec Manor - Main,New temperature 68
05/03/2024,02:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,02:44 PM,Device Event,Jedlovec Manor - Main,New temperature 69
05/03/2024,02:46 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,02:46 PM,Device Event,Jedlovec Manor - Main,Humidity 50%
05/03/2024,02:48 PM,Device Event,Jedlovec Manor - Main,New temperature 68
05/03/2024,02:53 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,02:56 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,03:00 PM,Device Event,Jedlovec Manor - Main,Cool setpoint set to 82
05/03/2024,03:00 PM,Device Event,Jedlovec Manor - Main,Heat setpoint set to 60
05/03/2024,03:00 PM,Device Event,Jedlovec Manor - Main,Schedule mode status set to Following Schedule - Activities
05/03/2024,03:03 PM,Device Event,Jedlovec Manor - Main,Humidity 51%
05/03/2024,03:07 PM,Device Event,Jedlovec Manor - Main,New temperature 69
05/03/2024,03:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,03:12 PM,Device Event,Jedlovec Manor - Main,New temperature 68
05/03/2024,03:15 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,03:30 PM,Device Event,Jedlovec Manor - Main,New temperature 69
05/03/2024,03:31 PM,Device Event,Jedlovec Manor - Main,Humidity 52%
05/03/2024,03:35 PM,Device Event,Jedlovec Manor Upstairs,Humidity 49%
05/03/2024,03:41 PM,Device Event,Jedlovec Manor - Main,New temperature 68
05/03/2024,03:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,04:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,04:19 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,04:24 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,04:36 PM,Device Event,Jedlovec Manor - Main,New temperature 69
05/03/2024,04:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,04:41 PM,Device Event,Jedlovec Manor - Main,Humidity 53%
05/03/2024,04:43 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,04:49 PM,Device Event,Jedlovec Manor - Main,New temperature 70
05/03/2024,05:11 PM,Device Event,Jedlovec Manor - Main,New temperature 71
05/03/2024,05:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,05:14 PM,Device Event,Jedlovec Manor - Main,New temperature 72
05/03/2024,05:14 PM,Device Event,Jedlovec Manor - Main,Humidity 52%
05/03/2024,05:22 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/03/2024,05:29 PM,Device Event,Jedlovec Manor - Main,Humidity 51%
05/03/2024,05:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,05:45 PM,Device Event,Jedlovec Manor - Main,Humidity 50%
05/03/2024,06:02 PM,Device Event,Jedlovec Manor Upstairs,Humidity 48%
05/03/2024,06:07 PM,Device Event,Jedlovec Manor - Main,New temperature 72
05/03/2024,06:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,06:14 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/03/2024,06:17 PM,Device Event,Jedlovec Manor - Main,Humidity 49%
05/03/2024,06:19 PM,Device Event,Jedlovec Manor - Main,New temperature 72
05/03/2024,06:30 PM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Following Schedule - Evening
05/03/2024,06:30 PM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 75
05/03/2024,06:30 PM,Device Event,Jedlovec Manor Upstairs,Heat setpoint set to 65
05/03/2024,06:31 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/03/2024,06:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,06:48 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/03/2024,06:55 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,06:58 PM,Device Event,Jedlovec Manor - Main,Humidity 48%
05/03/2024,07:07 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/03/2024,07:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,07:16 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,07:27 PM,Device Event,Jedlovec Manor - Main,New temperature 72
05/03/2024,07:40 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,07:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,07:44 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,07:47 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/03/2024,07:48 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/03/2024,07:57 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,07:57 PM,Device Event,Jedlovec Manor Upstairs,Humidity 47%
05/03/2024,08:00 PM,Device Event,Jedlovec Manor - Main,Schedule mode status set to Following Schedule - Sleep
05/03/2024,08:01 PM,Device Event,Jedlovec Manor - Main,New temperature 72
05/03/2024,08:02 PM,Scheduled Event,Jedlovec Manor upstairs ,Switched to 'Night'
05/03/2024,08:02 PM,System Event,Night,'Night' Mode Activated
05/03/2024,08:02 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,08:05 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/03/2024,08:08 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,08:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,08:17 PM,Device Event,Jedlovec Manor - Main,New temperature 72
05/03/2024,08:21 PM,Device Event,Jedlovec Manor Upstairs,Humidity 48%
05/03/2024,08:22 PM,Device Event,Jedlovec Manor - Main,New temperature 73
05/03/2024,08:24 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,08:27 PM,Device Event,Jedlovec Manor Upstairs,Humidity 49%
05/03/2024,08:27 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,08:34 PM,Device Event,Jedlovec Manor Upstairs,Humidity 50%
05/03/2024,08:38 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,08:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,08:42 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,08:45 PM,Device Event,Jedlovec Manor Upstairs,Humidity 51%
05/03/2024,08:49 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/03/2024,09:02 PM,Device Event,Jedlovec Manor - Main,New temperature 72
05/03/2024,09:02 PM,Device Event,Jedlovec Manor Upstairs,Humidity 52%
05/03/2024,09:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,09:15 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,09:26 PM,Device Event,Jedlovec Manor Upstairs,Humidity 53%
05/03/2024,09:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,09:47 PM,Device Event,Jedlovec Manor Upstairs,New temperature 75
05/03/2024,09:53 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,10:00 PM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Following Schedule - Sleep
05/03/2024,10:02 PM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 76
05/03/2024,10:02 PM,Device Event,Jedlovec Manor Upstairs,Heat setpoint set to 64
05/03/2024,10:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,10:15 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,10:21 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,10:26 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,10:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,10:47 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,10:54 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,10:58 PM,Device Event,Jedlovec Manor Upstairs,New temperature 74
05/03/2024,11:02 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/03/2024,11:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/03/2024,11:35 PM,Device Event,Jedlovec Manor Upstairs,New temperature 72
05/03/2024,11:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/03/2024,11:44 PM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/04/2024,12:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,12:36 AM,Device Event,Jedlovec Manor Upstairs,New temperature 72
05/04/2024,12:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,12:49 AM,Device Event,Jedlovec Manor Upstairs,New temperature 73
05/04/2024,12:52 AM,Device Event,Jedlovec Manor - Main,New temperature 71
05/04/2024,12:59 AM,Device Event,Jedlovec Manor Upstairs,Humidity 52%
05/04/2024,01:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,01:15 AM,Device Event,Jedlovec Manor Upstairs,New temperature 72
05/04/2024,01:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,02:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,02:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,03:08 AM,Device Event,Jedlovec Manor Upstairs,Humidity 51%
05/04/2024,03:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,03:18 AM,Device Event,Jedlovec Manor Upstairs,New temperature 71
05/04/2024,03:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,03:46 AM,Device Event,Jedlovec Manor Upstairs,New temperature 72
05/04/2024,03:51 AM,Device Event,Jedlovec Manor - Main,New temperature 70
05/04/2024,04:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,04:15 AM,Device Event,Jedlovec Manor Upstairs,New temperature 71
05/04/2024,04:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,04:46 AM,Device Event,Jedlovec Manor Upstairs,New temperature 72
05/04/2024,05:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,05:14 AM,Device Event,Jedlovec Manor Upstairs,New temperature 71
05/04/2024,05:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,05:45 AM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 75
05/04/2024,05:45 AM,Device Event,Jedlovec Manor Upstairs,Heat setpoint set to 67
05/04/2024,05:45 AM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Following Schedule - Wake
05/04/2024,05:49 AM,Device Event,Jedlovec Manor Upstairs,New temperature 72
05/04/2024,05:56 AM,Scheduled Event,Jedlovec Manor upstairs ,Switched to 'Day'
05/04/2024,05:56 AM,System Event,Day,'Day' Mode Activated
05/04/2024,06:04 AM,Device Event,Jedlovec Manor Upstairs,New temperature 71
05/04/2024,06:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,06:15 AM,Device Event,Jedlovec Manor Upstairs,New temperature 70
05/04/2024,06:32 AM,Device Event,Jedlovec Manor - Main,New temperature 69
05/04/2024,06:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,06:44 AM,Device Event,Jedlovec Manor Upstairs,New temperature 71
05/04/2024,06:51 AM,Device Event,Jedlovec Manor Upstairs,New temperature 72
05/04/2024,06:54 AM,Device Event,Jedlovec Manor Upstairs,New temperature 71
05/04/2024,07:02 AM,Device Event,Jedlovec Manor Upstairs,New temperature 70
05/04/2024,07:08 AM,Device Event,Jedlovec Manor Upstairs,New temperature 71
05/04/2024,07:11 AM,Device Event,Jedlovec Manor Upstairs,New temperature 70
05/04/2024,07:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,07:15 AM,Device Event,Jedlovec Manor - Main,Cool setpoint set to 85
05/04/2024,07:15 AM,Device Event,Jedlovec Manor - Main,Heat setpoint set to 63
05/04/2024,07:15 AM,Device Event,Jedlovec Manor - Main,Schedule mode status set to Following Schedule - Away
05/04/2024,07:30 AM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 80
05/04/2024,07:30 AM,Device Event,Jedlovec Manor Upstairs,Heat setpoint set to 60
05/04/2024,07:30 AM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Following Schedule - Home
05/04/2024,07:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,08:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,08:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,09:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,09:15 AM,Device Event,Jedlovec Manor Upstairs,New temperature 69
05/04/2024,09:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,09:46 AM,Device Event,Jedlovec Manor Upstairs,New temperature 70
05/04/2024,10:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,10:12 AM,Device Event,Jedlovec Manor Upstairs,New temperature 69
05/04/2024,10:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,10:49 AM,Device Event,Jedlovec Manor Upstairs,New temperature 70
05/04/2024,10:52 AM,Device Event,Jedlovec Manor Upstairs,Humidity 50%
05/04/2024,10:58 AM,Device Event,Jedlovec Manor Upstairs,New temperature 69
05/04/2024,11:04 AM,Device Event,Jedlovec Manor - Main,Humidity 47%
05/04/2024,11:04 AM,Device Event,Jedlovec Manor Upstairs,New temperature 70
05/04/2024,11:07 AM,Device Event,Jedlovec Manor Upstairs,New temperature 69
05/04/2024,11:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,11:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,11:48 AM,Device Event,Jedlovec Manor Upstairs,New temperature 70
05/04/2024,12:03 PM,Device Event,Jedlovec Manor Upstairs,New temperature 69
05/04/2024,12:07 PM,Device Event,Jedlovec Manor Upstairs,New temperature 70
05/04/2024,12:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,12:15 PM,Device Event,Jedlovec Manor Upstairs,New temperature 69
05/04/2024,12:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,12:47 PM,Device Event,Jedlovec Manor Upstairs,New temperature 70
05/04/2024,01:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,01:15 PM,Device Event,Jedlovec Manor Upstairs,New temperature 69
05/04/2024,01:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,01:46 PM,Device Event,Jedlovec Manor Upstairs,New temperature 70
05/04/2024,01:54 PM,Device Event,Jedlovec Manor Upstairs,Humidity 49%
05/04/2024,01:59 PM,Device Event,Jedlovec Manor Upstairs,New temperature 69
05/04/2024,02:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,02:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,03:00 PM,Device Event,Jedlovec Manor - Main,Cool setpoint set to 82
05/04/2024,03:00 PM,Device Event,Jedlovec Manor - Main,Heat setpoint set to 60
05/04/2024,03:00 PM,Device Event,Jedlovec Manor - Main,Schedule mode status set to Following Schedule - Activities
05/04/2024,03:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,03:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,04:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,04:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,04:50 PM,Device Event,Jedlovec Manor Upstairs,New temperature 70
05/04/2024,04:56 PM,Device Event,Jedlovec Manor Upstairs,New temperature 69
05/04/2024,04:57 PM,Device Event,Jedlovec Manor - Main,New temperature 68
05/04/2024,05:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,05:21 PM,Device Event,Jedlovec Manor Upstairs,New temperature 68
05/04/2024,05:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,05:45 PM,Device Event,Jedlovec Manor Upstairs,New temperature 69
05/04/2024,06:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,06:15 PM,Device Event,Jedlovec Manor Upstairs,New temperature 68
05/04/2024,06:30 PM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 75
05/04/2024,06:30 PM,Device Event,Jedlovec Manor Upstairs,Heat setpoint set to 65
05/04/2024,06:30 PM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Following Schedule - Evening
05/04/2024,06:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,06:49 PM,Device Event,Jedlovec Manor Upstairs,New temperature 69
05/04/2024,06:57 PM,Device Event,Jedlovec Manor Upstairs,New temperature 68
05/04/2024,07:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,07:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,07:44 PM,Device Event,Jedlovec Manor - Main,Humidity 48%
05/04/2024,08:00 PM,Device Event,Jedlovec Manor - Main,Schedule mode status set to Following Schedule - Sleep
05/04/2024,08:03 PM,Scheduled Event,Jedlovec Manor upstairs ,Switched to 'Night'
05/04/2024,08:03 PM,System Event,Night,'Night' Mode Activated
05/04/2024,08:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,08:16 PM,Device Event,Jedlovec Manor Upstairs,New temperature 67
05/04/2024,08:25 PM,Device Event,Jedlovec Manor - Main,New temperature 67
05/04/2024,08:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,08:49 PM,Device Event,Jedlovec Manor Upstairs,New temperature 68
05/04/2024,08:55 PM,Device Event,Jedlovec Manor Upstairs,New temperature 67
05/04/2024,09:00 PM,Device Event,Jedlovec Manor Upstairs,New temperature 68
05/04/2024,09:05 PM,Device Event,Jedlovec Manor Upstairs,New temperature 67
05/04/2024,09:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,09:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,10:00 PM,Device Event,Jedlovec Manor Upstairs,Schedule mode status set to Following Schedule - Sleep
05/04/2024,10:00 PM,Device Event,Jedlovec Manor Upstairs,Cool setpoint set to 76
05/04/2024,10:00 PM,Device Event,Jedlovec Manor Upstairs,Heat setpoint set to 64
05/04/2024,10:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,10:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,10:44 PM,Device Event,Jedlovec Manor Upstairs,New temperature 66
05/04/2024,10:49 PM,Device Event,Jedlovec Manor Upstairs,New temperature 65
05/04/2024,10:55 PM,Device Event,Jedlovec Manor Upstairs,New temperature 66
05/04/2024,10:59 PM,Device Event,Jedlovec Manor Upstairs,New temperature 67
05/04/2024,11:11 PM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/04/2024,11:41 PM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/04/2024,11:48 PM,Device Event,Jedlovec Manor Upstairs,New temperature 68
05/05/2024,12:01 AM,Device Event,Jedlovec Manor Upstairs,New temperature 67
05/05/2024,12:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
05/05/2024,12:15 AM,Device Event,Jedlovec Manor Upstairs,New temperature 66
05/05/2024,12:41 AM,Device Event,Jedlovec Manor Upstairs,Set to Fan Running
05/05/2024,12:46 AM,Device Event,Jedlovec Manor Upstairs,New temperature 67
05/05/2024,01:11 AM,Device Event,Jedlovec Manor Upstairs,Set to System Idle
